Suma de Any,Suma de Categoria_Nivell,Suma de Dia,DiaDeLaSetmana,Hora,Recompte de Id,Latitud,Lloc_interes,Id_Instal,Longitud,Suma de Max_Nivell_LAeq_1h,Suma de Mes,Suma de Min_Nivell_LAeq_1h,Suma de Nivell_LAeq_1h
103173,230,793,dilluns,1899-12-30 17:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3295.399999999999
95081,190,719,dilluns,1899-12-30 17:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,3112.5
101150,214,773,dilluns,1899-12-30 18:00:00,50,"41,37485",Sant Maria del Mar,497,"2,166773",4379.999999999998,321,3004.9999999999973,3529.4
101150,199,773,dilluns,1899-12-30 18:00:00,50,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4784.999999999995,321,2185.000000000001,3085
103173,230,793,dilluns,1899-12-30 18:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3295.3999999999996
95081,189,719,dilluns,1899-12-30 18:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,3116.7
101150,212,773,dilluns,1899-12-30 19:00:00,50,"41,37485",Sant Maria del Mar,497,"2,166773",4379.999999999998,321,3004.9999999999973,3531.3999999999996
101150,198,773,dilluns,1899-12-30 19:00:00,50,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4784.999999999995,321,2185.000000000001,3094.9999999999995
103173,223,793,dilluns,1899-12-30 19:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3283.100000000001
95081,190,719,dilluns,1899-12-30 19:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,3102.9
101150,211,773,dilluns,1899-12-30 20:00:00,50,"41,37485",Sant Maria del Mar,497,"2,166773",4379.999999999998,321,3004.9999999999973,3517.500000000001
101150,192,773,dilluns,1899-12-30 20:00:00,50,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4784.999999999995,321,2185.000000000001,3050.5000000000005
103173,218,793,dilluns,1899-12-30 20:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3253.2000000000003
95081,190,719,dilluns,1899-12-30 20:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,3113.7999999999997
101150,205,773,dilluns,1899-12-30 21:00:00,50,"41,37485",Sant Maria del Mar,497,"2,166773",4379.999999999998,321,3004.9999999999973,3499.9
101150,178,773,dilluns,1899-12-30 21:00:00,50,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4784.999999999995,321,2185.000000000001,2999.6
103173,206,793,dilluns,1899-12-30 21:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3187.8000000000006
95081,179,719,dilluns,1899-12-30 21:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,3074.4
101150,196,773,dilluns,1899-12-30 22:00:00,50,"41,37485",Sant Maria del Mar,497,"2,166773",4379.999999999998,321,3004.9999999999973,3471.6000000000004
101150,165,773,dilluns,1899-12-30 22:00:00,50,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4784.999999999995,321,2185.000000000001,2904.600000000001
103173,199,793,dilluns,1899-12-30 22:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3151.9999999999995
95081,159,719,dilluns,1899-12-30 22:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,3014.5
101150,172,773,dilluns,1899-12-30 23:00:00,50,"41,37485",Sant Maria del Mar,497,"2,166773",4379.999999999998,321,3004.9999999999973,3421.2000000000007
101150,148,773,dilluns,1899-12-30 23:00:00,50,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4784.999999999995,321,2185.000000000001,2826.9
103173,197,793,dilluns,1899-12-30 23:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,324,2371.5,3136.2
95081,149,719,dilluns,1899-12-30 23:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,291,2495.699999999998,2979.7
105196,152,841,dimarts,1899-12-30 00:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3468.6999999999985
105196,186,841,dimarts,1899-12-30 00:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3092.4999999999995
105196,197,841,dimarts,1899-12-30 00:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3172
99127,147,780,dimarts,1899-12-30 00:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3040.7999999999993
105196,128,841,dimarts,1899-12-30 01:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3410.3
105196,146,841,dimarts,1899-12-30 01:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,2904.7999999999997
105196,165,841,dimarts,1899-12-30 01:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3059.5
99127,108,780,dimarts,1899-12-30 01:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,2923
105196,93,841,dimarts,1899-12-30 02:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3307.6000000000004
105196,117,841,dimarts,1899-12-30 02:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,2763.6999999999994
105196,121,841,dimarts,1899-12-30 02:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,2851.000000000001
99127,103,780,dimarts,1899-12-30 02:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,2896.6000000000004
105196,106,841,dimarts,1899-12-30 03:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3350.7999999999997
105196,100,841,dimarts,1899-12-30 03:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,2669.1999999999994
105196,89,841,dimarts,1899-12-30 03:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,2685.7999999999993
99127,84,780,dimarts,1899-12-30 03:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,2840.7999999999993
105196,94,841,dimarts,1899-12-30 04:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3308.899999999999
105196,95,841,dimarts,1899-12-30 04:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,2640.8999999999996
105196,83,841,dimarts,1899-12-30 04:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,2668.4999999999995
99127,89,780,dimarts,1899-12-30 04:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,2839.8999999999996
105196,119,841,dimarts,1899-12-30 05:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3387.1999999999994
105196,104,841,dimarts,1899-12-30 05:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,2663
105196,100,841,dimarts,1899-12-30 05:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,2758
99127,99,780,dimarts,1899-12-30 05:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,2883.3999999999996
105196,158,841,dimarts,1899-12-30 06:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3491.7
105196,119,841,dimarts,1899-12-30 06:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,2752.1000000000004
103173,141,817,dimarts,1899-12-30 06:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,326,2371.5,2867.3
99127,135,780,dimarts,1899-12-30 06:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3000.7999999999997
103173,198,820,dimarts,1899-12-30 07:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3557
103173,172,820,dimarts,1899-12-30 07:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,2996.2
105196,176,841,dimarts,1899-12-30 07:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3099.0999999999995
99127,165,780,dimarts,1899-12-30 07:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3136.7000000000007
103173,224,820,dimarts,1899-12-30 08:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3611.8999999999996
103173,202,820,dimarts,1899-12-30 08:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3135.5000000000014
105196,210,841,dimarts,1899-12-30 08:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3247.3
99127,219,780,dimarts,1899-12-30 08:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3332
103173,221,820,dimarts,1899-12-30 09:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3608.2000000000007
103173,210,820,dimarts,1899-12-30 09:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3185.8
105196,209,841,dimarts,1899-12-30 09:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3245.299999999999
99127,221,780,dimarts,1899-12-30 09:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3349.5
103173,213,820,dimarts,1899-12-30 10:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3591.1
103173,205,820,dimarts,1899-12-30 10:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3169.499999999999
105196,225,841,dimarts,1899-12-30 10:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3315.2000000000003
99127,235,780,dimarts,1899-12-30 10:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3395.9999999999995
103173,216,820,dimarts,1899-12-30 11:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3602.3999999999996
103173,215,820,dimarts,1899-12-30 11:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3219.2
105196,251,841,dimarts,1899-12-30 11:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3400.5
99127,222,780,dimarts,1899-12-30 11:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3367.3
103173,214,820,dimarts,1899-12-30 12:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3598.7000000000003
103173,224,820,dimarts,1899-12-30 12:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3272.2000000000003
105196,254,841,dimarts,1899-12-30 12:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3444.5
99127,232,780,dimarts,1899-12-30 12:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3388.7
103173,218,820,dimarts,1899-12-30 13:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3608.199999999999
103173,206,820,dimarts,1899-12-30 13:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3177.5000000000005
105196,248,841,dimarts,1899-12-30 13:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3400.5000000000005
99127,236,780,dimarts,1899-12-30 13:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3398.0999999999995
103173,214,820,dimarts,1899-12-30 14:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3597.4
103173,195,820,dimarts,1899-12-30 14:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3084.6000000000004
105196,243,841,dimarts,1899-12-30 14:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3386.2000000000007
99127,205,780,dimarts,1899-12-30 14:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3304.5
103173,211,820,dimarts,1899-12-30 15:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3591.4
103173,182,820,dimarts,1899-12-30 15:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3054.3999999999996
105196,240,841,dimarts,1899-12-30 15:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3381.7999999999993
99127,228,780,dimarts,1899-12-30 15:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3377.5000000000005
103173,214,820,dimarts,1899-12-30 16:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,333,3065.099999999997,3592.0999999999995
103173,192,820,dimarts,1899-12-30 16:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,333,2228.7000000000007,3078.1000000000004
105196,249,841,dimarts,1899-12-30 16:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3405.8999999999996
99127,235,780,dimarts,1899-12-30 16:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3394.9
105196,214,841,dimarts,1899-12-30 17:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3671.7000000000007
105196,211,841,dimarts,1899-12-30 17:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3245.2999999999997
105196,235,841,dimarts,1899-12-30 17:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3346.799999999999
99127,231,780,dimarts,1899-12-30 17:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3374.5
105196,224,841,dimarts,1899-12-30 18:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3687.9
105196,217,841,dimarts,1899-12-30 18:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3280.9
105196,221,841,dimarts,1899-12-30 18:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3315.1999999999994
99127,223,780,dimarts,1899-12-30 18:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3346.9999999999986
105196,227,841,dimarts,1899-12-30 19:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3686.4000000000005
105196,220,841,dimarts,1899-12-30 19:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3311.6
105196,222,841,dimarts,1899-12-30 19:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3304.9999999999995
99127,216,780,dimarts,1899-12-30 19:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3332.8000000000015
105196,213,841,dimarts,1899-12-30 20:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3660.299999999999
105196,223,841,dimarts,1899-12-30 20:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3296.9999999999995
105196,212,841,dimarts,1899-12-30 20:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3271.899999999999
99127,202,780,dimarts,1899-12-30 20:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3295.2000000000003
105196,213,841,dimarts,1899-12-30 21:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3631.5999999999995
105196,203,841,dimarts,1899-12-30 21:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3181.7
105196,208,841,dimarts,1899-12-30 21:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3236.2000000000003
99127,194,780,dimarts,1899-12-30 21:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3250.1
105196,195,841,dimarts,1899-12-30 22:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3589.8000000000006
105196,178,841,dimarts,1899-12-30 22:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3072.6
105196,202,841,dimarts,1899-12-30 22:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3208.899999999999
99127,171,780,dimarts,1899-12-30 22:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3161.2999999999993
105196,169,841,dimarts,1899-12-30 23:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,336,3125.199999999997,3518.1999999999994
105196,182,841,dimarts,1899-12-30 23:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,336,2272.4000000000005,3091.6000000000004
105196,194,841,dimarts,1899-12-30 23:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,336,2418,3157
99127,154,780,dimarts,1899-12-30 23:00:00,49,"41,406",Plaça de Joanic,7306,"2,162636",4449.2000000000035,305,2601.899999999998,3114.5000000000005
103173,145,788,dimecres,1899-12-30 00:00:00,51,"41,37485",Sant Maria del Mar,497,"2,166773",4467.5999999999985,337,3065.099999999997,3395.099999999999
103173,138,788,dimecres,1899-12-30 00:00:00,51,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4880.699999999995,337,2228.7000000000007,2832
103173,201,788,dimecres,1899-12-30 00:00:00,51,"41,404484",Sagrada Familia,6756,"2,174691",4661.400000000001,337,2371.5,3132.7
95081,148,736,dimecres,1899-12-30 00:00:00,47,"41,406",Plaça de Joanic,7306,"2,162636",4267.600000000003,295,2495.699999999998,2976.1000000000004
105196,126,803,dimecres,1899-12-30 01:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3403.3000000000015
105196,142,803,dimecres,1899-12-30 01:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,2874.5999999999985
105196,172,803,dimecres,1899-12-30 01:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,3080.8999999999996
97104,124,751,dimecres,1899-12-30 01:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,2923.4
105196,86,803,dimecres,1899-12-30 02:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3293.8
105196,113,803,dimecres,1899-12-30 02:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,2725.3999999999996
105196,117,803,dimecres,1899-12-30 02:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,2835.3999999999996
97104,110,751,dimecres,1899-12-30 02:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,2877.6999999999994
105196,98,803,dimecres,1899-12-30 03:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3328.7000000000003
105196,90,803,dimecres,1899-12-30 03:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,2601.7999999999997
105196,97,803,dimecres,1899-12-30 03:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,2732.7000000000007
97104,93,751,dimecres,1899-12-30 03:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,2815.8000000000006
105196,73,803,dimecres,1899-12-30 04:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3259.2000000000007
105196,76,803,dimecres,1899-12-30 04:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,2545.9000000000005
105196,89,803,dimecres,1899-12-30 04:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,2694.1000000000004
97104,83,751,dimecres,1899-12-30 04:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,2782.799999999999
105196,111,803,dimecres,1899-12-30 05:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3369.1000000000004
105196,106,803,dimecres,1899-12-30 05:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,2694.7000000000003
105196,102,803,dimecres,1899-12-30 05:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,2755.7
97104,100,751,dimecres,1899-12-30 05:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,2828.9
105196,157,803,dimecres,1899-12-30 06:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3488.2000000000003
105196,123,803,dimecres,1899-12-30 06:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,2768.7999999999993
105196,137,803,dimecres,1899-12-30 06:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,2909.800000000001
97104,130,751,dimecres,1899-12-30 06:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,2933.5000000000005
105196,207,803,dimecres,1899-12-30 07:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3639.7000000000003
105196,167,803,dimecres,1899-12-30 07:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,3039.7999999999997
105196,184,803,dimecres,1899-12-30 07:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,3118.699999999999
97104,180,751,dimecres,1899-12-30 07:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,3124.3
105196,247,803,dimecres,1899-12-30 08:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3719.600000000001
105196,210,803,dimecres,1899-12-30 08:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,3218.6000000000004
105196,218,803,dimecres,1899-12-30 08:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,3288.5
97104,218,751,dimecres,1899-12-30 08:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,3288.9000000000005
105196,231,803,dimecres,1899-12-30 09:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3697.2999999999997
105196,216,803,dimecres,1899-12-30 09:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,3256.5999999999995
105196,217,803,dimecres,1899-12-30 09:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,3292.0000000000005
97104,223,751,dimecres,1899-12-30 09:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,3307.6
105196,215,803,dimecres,1899-12-30 10:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3663.8999999999996
105196,215,803,dimecres,1899-12-30 10:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,3257.0000000000005
105196,230,803,dimecres,1899-12-30 10:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,3337.3
97104,227,751,dimecres,1899-12-30 10:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,3323.9
105196,220,803,dimecres,1899-12-30 11:00:00,52,"41,37485",Sant Maria del Mar,497,"2,166773",4555.199999999999,339,3125.199999999997,3683.699999999999
105196,221,803,dimecres,1899-12-30 11:00:00,52,"41,378803",Mercat de Sant Antoni,5766,"2,160936",4976.399999999995,339,2272.4000000000005,3306.199999999999
105196,250,803,dimecres,1899-12-30 11:00:00,52,"41,404484",Sagrada Familia,6756,"2,174691",4752.8,339,2418,3427.099999999999
97104,224,751,dimecres,1899-12-30 11:00:00,48,"41,406",Plaça de Joanic,7306,"2,162636",4358.400000000003,297,2548.799999999998,3312.1000000000004
